sentence,entity1,entity1_label,entity2,entity2_label,relation
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Sinaketa,GPE,Kiriwina,LOCATION,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Sinaketa,GPE,Luba,GPE,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Kitava,LOCATION,Kiriwina,LOCATION,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Kitava,LOCATION,Luba,GPE,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Kiriwina,LOCATION,Luba,GPE,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Sinaketa,PERSON,Vakuta,GPE,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Sinaketa,PERSON,Amphletts,LOC,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Sinaketa,PERSON,Tewara,GPE,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Sinaketa,PERSON,Dobu,LOCATION,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Vakuta,GPE,Amphletts,LOC,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Vakuta,GPE,Tewara,GPE,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Vakuta,GPE,Dobu,LOCATION,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Amphletts,LOC,Tewara,GPE,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Amphletts,LOC,Dobu,LOCATION,
"When all the canoes from Sinaketa and Vakuta sailed south , and some twenty to thirty more joined canoes from the Amphletts and Tewara , quite a stately fleet would approach Dobu .",Tewara,GPE,Dobu,LOCATION,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",Kiriwina,LOCATION,canoe,ORG,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",Kiriwina,LOCATION,chief,PERSON,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",Kiriwina,LOCATION,Omarakana,GPE,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",canoe,ORG,chief,PERSON,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",canoe,ORG,Omarakana,GPE,
"Turning now to the list of ownership in Kiriwina , the most important canoe is , of course , that owned by the chief of Omarakana .",chief,PERSON,Omarakana,GPE,
"This canoe always leads the fleet ; that is to say , on big ceremonial Kula sailings , called uvalaku , that has the privileged position .",canoe,ORG,Kula,EVENT,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Kaulukuba,GPE,Plates XXII,PERSON,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Kaulukuba,GPE,XXX,ORG,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Kaulukuba,GPE,about one mile,QUANTITY,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Kaulukuba,GPE,canoe,ORG,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Plates XXII,PERSON,XXX,ORG,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Plates XXII,PERSON,about one mile,QUANTITY,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",Plates XXII,PERSON,canoe,ORG,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",XXX,ORG,about one mile,QUANTITY,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",XXX,ORG,canoe,ORG,
"that lives in a big shed on the beach of Kaulukuba ( see Plates XXII , XXX ) , distant about one mile from the village , the beach on which also each new canoe is made .",about one mile,QUANTITY,canoe,ORG,
"The present canoe ( see Plates XXI and XLI ) is called Nigada Bu'a--""begging for an areca - nut . """,Plates XXI,PERSON,XLI,ORG,
"Every canoe has a personal name of canoe own , sometimes just an appropriate expression , like the one quoted , sometimes derived from some special incident .",canoe,ORG,,,
"When a new canoe is built , canoe often inherits the name of canoe predecessor , but sometimes canoe gets a new name .",canoe,ORG,canoe predecessor,ORG,
"When a new canoe is built , canoe often inherits the name of canoe predecessor , but sometimes canoe gets a new name .",canoe,ORG,canoe,ORG,
"When a new canoe is built , canoe often inherits the name of canoe predecessor , but sometimes canoe gets a new name .",canoe predecessor,ORG,canoe,ORG,
"The present Omarakana canoe was constructed by a master - builder from Kitava , who also carved the ornamental prow - board .",Omarakana canoe,PERSON,Kitava,LOCATION,
There is no one now in Omarakana who can build or carve properly .,Omarakana,GPE,,,
"The magic over the latter stages ought to have been recited by the present chief ,",chief,PERSON,,,
"To'uluwa , but as chief has very little capacity for remembering spells , the magic was performed by one of chief kinsmen .",To'uluwa,NORP,chief,PERSON,
"To'uluwa , but as chief has very little capacity for remembering spells , the magic was performed by one of chief kinsmen .",To'uluwa,NORP,chief,PERSON,
"To'uluwa , but as chief has very little capacity for remembering spells , the magic was performed by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"All the other canoes of Kiriwina are also housed in hangars , each on a beach of clean , white sand on the Eastern coast .",Kiriwina,LOCATION,Eastern,NORP,
